Site ID,M35/1382
Site Name,Pump 4 Potable
Site ID,SampleID,Collection Date,Measurement,Value,Units
"M35/1382","IS070611C","11-Jun 2007 00:00am","CFC-12 partial pressure","862.100","pptv"
"M35/1382","IS070611C","11-Jun 2007 00:00am","CFC-12 partial pressure Standard Uncertainty","69.900","pptv"
"M35/1382","IS070611C","11-Jun 2007 00:00am","CFC-12, Dissolved","4.680","pmol/kg"
"M35/1382","IS070611C","11-Jun 2007 00:00am","CFC-12, Dissolved Uncertainty","0.200","pmol/kg"
"M35/1382","IS070611C","11-Jun 2007 00:00am","Excess air","-0.300","mL(STP)/kg"
"M35/1382","IS070611C","11-Jun 2007 00:00am","Excess air standard uncertainty","1.000","mL(STP)/kg"
"M35/1382","IS070611C","11-Jun 2007 00:00am","IGNS Sample Reference","*",""
"M35/1382","IS070611C","11-Jun 2007 00:00am","Nitrogen, Gas","14.330","mL(STP)/kg"
"M35/1382","IS070611C","11-Jun 2007 00:00am","Nitrogen, Gas standard uncertainty","0.300","mL(STP)/kg"
"M35/1382","IS070611C","11-Jun 2007 00:00am","Recharge temperature","9.900","°C"
"M35/1382","IS070611C","11-Jun 2007 00:00am","Recharge temperature standard uncertaint","1.700","°C"
"M35/1382","IS070611C","11-Jun 2007 00:00am","SF6 partial pressure","5.400"," pptv"
"M35/1382","IS070611C","11-Jun 2007 00:00am","SF6 partial pressure standard uncertainty","0.420"," pptv"
"M35/1382","IS070611C","11-Jun 2007 00:00am","SF6, Dissolved","2.100","fmol/kg"
"M35/1382","IS070611C","11-Jun 2007 00:00am","SF6, Dissolved Uncertainty","0.070","fmol/kg"
"M35/1382","2701494","07-Mar 2007 11:00am","Alkalinity","48.000","g/m3"
"M35/1382","2701494","07-Mar 2007 11:00am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/1382","2701494","07-Mar 2007 11:00am","Bromide","<0.100","g/m3"
"M35/1382","2701494","07-Mar 2007 11:00am","Calcium, Dissolved","15.000","mg/L"
"M35/1382","2701494","07-Mar 2007 11:00am","Chloride","4.900","mg/L"
"M35/1382","2701494","07-Mar 2007 11:00am","Conductivity","11.0","mS/m"
"M35/1382","2701494","07-Mar 2007 11:00am","Conductivity (Field)","11.00","mS/m"
"M35/1382","2701494","07-Mar 2007 11:00am","Dissolved Oxygen","9.150","mg/L"
"M35/1382","2701494","07-Mar 2007 11:00am","Dissolved Oxygen Saturation","87.000","%"
"M35/1382","2701494","07-Mar 2007 11:00am","Dissolved Reactive Phosphorus","<0.0040","mg/L"
"M35/1382","2701494","07-Mar 2007 11:00am","Fluoride","<0.030","g/m3"
"M35/1382","2701494","07-Mar 2007 11:00am","Iron, Dissolved","<0.020","mg/L"
"M35/1382","2701494","07-Mar 2007 11:00am","Magnesium, Dissolved","1.700","mg/L"
"M35/1382","2701494","07-Mar 2007 11:00am","Manganese, Dissolved","<0.0050","mg/L"
"M35/1382","2701494","07-Mar 2007 11:00am","Nitrate Nitrogen","0.500","mg/L"
"M35/1382","2701494","07-Mar 2007 11:00am","pH","6.7",""
"M35/1382","2701494","07-Mar 2007 11:00am","pH (Field)","6.60",""
"M35/1382","2701494","07-Mar 2007 11:00am","Potassium, Dissolved","0.610","mg/L"
"M35/1382","2701494","07-Mar 2007 11:00am","Silica, Reactive","11.000","mg/L  as SiO2"
"M35/1382","2701494","07-Mar 2007 11:00am","Sodium, Dissolved","4.900","mg/L"
"M35/1382","2701494","07-Mar 2007 11:00am","Sulphate","6.000","mg/L"
"M35/1382","2701494","07-Mar 2007 11:00am","Water Temperature (Field)","13.2","C"
"M35/1382","2609590","11-Dec 2006 09:15am","Alkalinity","46.000","g/m3"
"M35/1382","2609590","11-Dec 2006 09:15am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/1382","2609590","11-Dec 2006 09:15am","Bromide","<0.020","g/m3"
"M35/1382","2609590","11-Dec 2006 09:15am","Calcium, Dissolved","15.000","mg/L"
"M35/1382","2609590","11-Dec 2006 09:15am","Chloride","5.700","mg/L"
"M35/1382","2609590","11-Dec 2006 09:15am","Conductivity (Field)","11.30","mS/m"
"M35/1382","2609590","11-Dec 2006 09:15am","Dissolved Oxygen","9.210","mg/L"
"M35/1382","2609590","11-Dec 2006 09:15am","Dissolved Oxygen Saturation","87.500","%"
"M35/1382","2609590","11-Dec 2006 09:15am","Fluoride","<0.050","g/m3"
"M35/1382","2609590","11-Dec 2006 09:15am","Iron, Dissolved","<0.020","mg/L"
"M35/1382","2609590","11-Dec 2006 09:15am","Magnesium, Dissolved","1.600","mg/L"
"M35/1382","2609590","11-Dec 2006 09:15am","Manganese, Dissolved","<0.0050","mg/L"
"M35/1382","2609590","11-Dec 2006 09:15am","Nitrate Nitrogen","0.670","mg/L"
"M35/1382","2609590","11-Dec 2006 09:15am","pH","6.3",""
"M35/1382","2609590","11-Dec 2006 09:15am","pH (Field)","6.80",""
"M35/1382","2609590","11-Dec 2006 09:15am","Potassium, Dissolved","0.700","mg/L"
"M35/1382","2609590","11-Dec 2006 09:15am","Silica, Reactive","11.000","mg/L  as SiO2"
"M35/1382","2609590","11-Dec 2006 09:15am","Sodium, Dissolved","4.000","mg/L"
"M35/1382","2609590","11-Dec 2006 09:15am","Sulphate","5.700","mg/L"
"M35/1382","2609590","11-Dec 2006 09:15am","Water Temperature (Field)","13.3","C"
"M35/1382","2605742","04-Sep 2006 10:05am","Alkalinity to pH 4.5 as HCO3","47.000","mg/L  as HCO3"
"M35/1382","2605742","04-Sep 2006 10:05am","Ammoniacal Nitrogen","0.014","mg/L"
"M35/1382","2605742","04-Sep 2006 10:05am","Calcium, Dissolved","15.000","mg/L"
"M35/1382","2605742","04-Sep 2006 10:05am","Chloride","5.700","mg/L"
"M35/1382","2605742","04-Sep 2006 10:05am","Conductivity","11.0","mS/m"
"M35/1382","2605742","04-Sep 2006 10:05am","Conductivity (Field)","11.50","mS/m"
"M35/1382","2605742","04-Sep 2006 10:05am","Difference in Ion Balance","-0.980","%"
"M35/1382","2605742","04-Sep 2006 10:05am","Dissolved Oxygen","9.100","mg/L"
"M35/1382","2605742","04-Sep 2006 10:05am","Dissolved Oxygen Saturation","87.500","%"
"M35/1382","2605742","04-Sep 2006 10:05am","E. coli","<1","MPN/100mL"
"M35/1382","2605742","04-Sep 2006 10:05am","Hardness, Total","44.000","g/m3 as CaCO3"
"M35/1382","2605742","04-Sep 2006 10:05am","Iron, Dissolved","<0.030","mg/L"
"M35/1382","2605742","04-Sep 2006 10:05am","Magnesium, Dissolved","1.700","mg/L"
"M35/1382","2605742","04-Sep 2006 10:05am","Manganese, Dissolved","<0.0100","mg/L"
"M35/1382","2605742","04-Sep 2006 10:05am","Nitrate Nitrogen","1.000","mg/L"
"M35/1382","2605742","04-Sep 2006 10:05am","pH","7.0",""
"M35/1382","2605742","04-Sep 2006 10:05am","pH (Field)","7.00",""
"M35/1382","2605742","04-Sep 2006 10:05am","Potassium, Dissolved","0.800","mg/L"
"M35/1382","2605742","04-Sep 2006 10:05am","Silica, Reactive","11.000","mg/L  as SiO2"
"M35/1382","2605742","04-Sep 2006 10:05am","Sodium, Dissolved","4.500","mg/L"
"M35/1382","2605742","04-Sep 2006 10:05am","Sulphate","6.000","mg/L"
"M35/1382","2605742","04-Sep 2006 10:05am","Sum of anions","1.128","meq/L"
"M35/1382","2605742","04-Sep 2006 10:05am","Sum of cations","1.106","meq/L"
"M35/1382","2605742","04-Sep 2006 10:05am","Total Coliforms","<1.00","number/100mL"
"M35/1382","2605742","04-Sep 2006 10:05am","Water Temperature (Field)","13.1","C"
"M35/1382","2605525","04-Sep 2006 10:00am","Alkalinity","46.000","g/m3"
"M35/1382","2605525","04-Sep 2006 10:00am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/1382","2605525","04-Sep 2006 10:00am","Bromide","<0.040","g/m3"
"M35/1382","2605525","04-Sep 2006 10:00am","Calcium, Dissolved","13.000","mg/L"
"M35/1382","2605525","04-Sep 2006 10:00am","Chloride","5.800","mg/L"
"M35/1382","2605525","04-Sep 2006 10:00am","Conductivity (Field)","11.50","mS/m"
"M35/1382","2605525","04-Sep 2006 10:00am","Dissolved Oxygen","9.100","mg/L"
"M35/1382","2605525","04-Sep 2006 10:00am","Dissolved Oxygen Saturation","87.500","%"
"M35/1382","2605525","04-Sep 2006 10:00am","Fluoride","0.020","g/m3"
"M35/1382","2605525","04-Sep 2006 10:00am","Iron, Dissolved","<0.020","mg/L"
"M35/1382","2605525","04-Sep 2006 10:00am","Magnesium, Dissolved","1.800","mg/L"
"M35/1382","2605525","04-Sep 2006 10:00am","Manganese, Dissolved","<0.0050","mg/L"
"M35/1382","2605525","04-Sep 2006 10:00am","Nitrate Nitrogen","1.100","mg/L"
"M35/1382","2605525","04-Sep 2006 10:00am","pH","6.8",""
"M35/1382","2605525","04-Sep 2006 10:00am","pH (Field)","7.00",""
"M35/1382","2605525","04-Sep 2006 10:00am","Potassium, Dissolved","0.700","mg/L"
"M35/1382","2605525","04-Sep 2006 10:00am","Silica, Reactive","11.000","mg/L  as SiO2"
"M35/1382","2605525","04-Sep 2006 10:00am","Sodium, Dissolved","5.000","mg/L"
"M35/1382","2605525","04-Sep 2006 10:00am","Sulphate","5.700","mg/L"
"M35/1382","2605525","04-Sep 2006 10:00am","Water Temperature (Field)","13.1","C"
"M35/1382","2603727","08-Jun 2006 09:50am","Alkalinity","49.000","g/m3"
"M35/1382","2603727","08-Jun 2006 09:50am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/1382","2603727","08-Jun 2006 09:50am","Bromide","<0.040","g/m3"
"M35/1382","2603727","08-Jun 2006 09:50am","Calcium, Dissolved","13.000","mg/L"
"M35/1382","2603727","08-Jun 2006 09:50am","Chloride","2.400","mg/L"
"M35/1382","2603727","08-Jun 2006 09:50am","Conductivity (Field)","10.40","mS/m"
"M35/1382","2603727","08-Jun 2006 09:50am","Dissolved Oxygen","8.400","mg/L"
"M35/1382","2603727","08-Jun 2006 09:50am","Dissolved Oxygen Saturation","80.200","%"
"M35/1382","2603727","08-Jun 2006 09:50am","Fluoride","<0.050","g/m3"
"M35/1382","2603727","08-Jun 2006 09:50am","Iron, Dissolved","<0.020","mg/L"
"M35/1382","2603727","08-Jun 2006 09:50am","Magnesium, Dissolved","1.500","mg/L"
"M35/1382","2603727","08-Jun 2006 09:50am","Manganese, Dissolved","<0.0050","mg/L"
"M35/1382","2603727","08-Jun 2006 09:50am","Nitrate Nitrogen","0.400","mg/L"
"M35/1382","2603727","08-Jun 2006 09:50am","pH","6.7",""
"M35/1382","2603727","08-Jun 2006 09:50am","pH (Field)","6.90",""
"M35/1382","2603727","08-Jun 2006 09:50am","Potassium, Dissolved","0.700","mg/L"
"M35/1382","2603727","08-Jun 2006 09:50am","Silica, Reactive","11.000","mg/L  as SiO2"
"M35/1382","2603727","08-Jun 2006 09:50am","Sodium, Dissolved","4.000","mg/L"
"M35/1382","2603727","08-Jun 2006 09:50am","Sulphate","5.300","mg/L"
"M35/1382","2603727","08-Jun 2006 09:50am","Water Temperature (Field)","12.9","C"
"M35/1382","2603369","17-May 2006 12:20pm","1,1,1,2-Tetrachloroethane","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","1,1,1-Trichloroethane","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","1,1,2,2-Tetrachloroethane","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","1,1,2-Trichloroethane","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","1,1-Dichloroethane","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","1,1-Dichloroethene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","1,1-Dichloropropene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","1,2,3-Trichlorobenzene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","1,2,3-Trichloropropane","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","1,2,4-Trichlorobenzene","<0.500","mg/L"
"M35/1382","2603369","17-May 2006 12:20pm","1,2,4-Trimethylbenzene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","1,2-Dibromo-3-chloropropane","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","1,2-Dibromoethane","<0.400","ug/L"
"M35/1382","2603369","17-May 2006 12:20pm","1,2-Dichlorobenzene","<0.500","mg/L"
"M35/1382","2603369","17-May 2006 12:20pm","1,2-Dichloroethane","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","1,2-Dichloropropane","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","1,3,5-Trimethylbenzene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","1,3-Dichlorobenzene","<0.500","mg/L"
"M35/1382","2603369","17-May 2006 12:20pm","1,3-Dichloropropane","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","1,4-Dichlorobenzene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","2,2-Dichloropropane","<0.500","ug/L"
"M35/1382","2603369","17-May 2006 12:20pm","2-Chlorotoluene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","4-Chlorotoluene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","4-Isopropyltoluene","<0.500","ug/L"
"M35/1382","2603369","17-May 2006 12:20pm","Alkalinity to pH 4.5 as HCO3","51.000","mg/L  as HCO3"
"M35/1382","2603369","17-May 2006 12:20pm","Ammoniacal Nitrogen","0.021","mg/L"
"M35/1382","2603369","17-May 2006 12:20pm","Benzene","<0.5000","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","Bromobenzene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","Bromochloromethane","<0.500","ug/L"
"M35/1382","2603369","17-May 2006 12:20pm","Bromodichloromethane","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","Bromomethane","<20.000","ug/L"
"M35/1382","2603369","17-May 2006 12:20pm","Calcium, Dissolved","13.000","mg/L"
"M35/1382","2603369","17-May 2006 12:20pm","Chloride","2.200","mg/L"
"M35/1382","2603369","17-May 2006 12:20pm","Chlorobenzene","<0.500","ug/L"
"M35/1382","2603369","17-May 2006 12:20pm","Chlorodibromomethane","<0.500","ug/L"
"M35/1382","2603369","17-May 2006 12:20pm","Chloroethane","<1.000","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","cis-1,2-Dichloroethene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","cis-1,3-Dichloropropene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","Conductivity","11.0","mS/m"
"M35/1382","2603369","17-May 2006 12:20pm","Conductivity (Field)","10.00","mS/m"
"M35/1382","2603369","17-May 2006 12:20pm","Dibromomethane","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","Dichloromethane","<8.000","ug/L"
"M35/1382","2603369","17-May 2006 12:20pm","Difference in Ion Balance","-1.100","%"
"M35/1382","2603369","17-May 2006 12:20pm","Ethylbenzene","<500.000","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","Hardness, Total","39.000","g/m3 as CaCO3"
"M35/1382","2603369","17-May 2006 12:20pm","hexachlorobutadiene","<0.500","mg/L"
"M35/1382","2603369","17-May 2006 12:20pm","Iron, Dissolved","0.220","mg/L"
"M35/1382","2603369","17-May 2006 12:20pm","Isopropylbenzene","<0.500","ug/L"
"M35/1382","2603369","17-May 2006 12:20pm","m+p-Xylene","<0.5000","ug/L"
"M35/1382","2603369","17-May 2006 12:20pm","Magnesium, Dissolved","1.500","mg/L"
"M35/1382","2603369","17-May 2006 12:20pm","Manganese, Dissolved","<0.0100","mg/L"
"M35/1382","2603369","17-May 2006 12:20pm","n-Butylbenzene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","n-Propylbenzene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","Nitrate Nitrogen","0.400","mg/L"
"M35/1382","2603369","17-May 2006 12:20pm","o-Xylene","<0.5000","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","pH","6.9",""
"M35/1382","2603369","17-May 2006 12:20pm","Potassium, Dissolved","0.700","mg/L"
"M35/1382","2603369","17-May 2006 12:20pm","sec-Butylbenzene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","Silica, Reactive","11.000","mg/L  as SiO2"
"M35/1382","2603369","17-May 2006 12:20pm","Sodium, Dissolved","5.000","mg/L"
"M35/1382","2603369","17-May 2006 12:20pm","Styrene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","Sulphate","5.400","mg/L"
"M35/1382","2603369","17-May 2006 12:20pm","Sum of anions","1.039","meq/L"
"M35/1382","2603369","17-May 2006 12:20pm","Sum of cations","1.016","meq/L"
"M35/1382","2603369","17-May 2006 12:20pm","tert-Butylbenzene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","Tetrachloromethane","<0.500","ug/L"
"M35/1382","2603369","17-May 2006 12:20pm","Toluene","<1.0000","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","trans-1,2-Dichloroethene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","trans-1,3-Dichloropropene","<0.500","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","Tribromomethane","<0.500","ug/L"
"M35/1382","2603369","17-May 2006 12:20pm","Trichloromethane","<0.500","ug/L"
"M35/1382","2603369","17-May 2006 12:20pm","Vinyl chloride","<0.300","g/m3"
"M35/1382","2603369","17-May 2006 12:20pm","Water Temperature (Field)","13.2","C"
"M35/1382","2601476","13-Mar 2006 11:05am","Alkalinity","50.000","g/m3"
"M35/1382","2601476","13-Mar 2006 11:05am","Ammoniacal Nitrogen","0.050","mg/L"
"M35/1382","2601476","13-Mar 2006 11:05am","Bromide","<0.040","g/m3"
"M35/1382","2601476","13-Mar 2006 11:05am","Calcium, Dissolved","13.000","mg/L"
"M35/1382","2601476","13-Mar 2006 11:05am","Chloride","2.400","mg/L"
"M35/1382","2601476","13-Mar 2006 11:05am","Conductivity","10.0","mS/m"
"M35/1382","2601476","13-Mar 2006 11:05am","Conductivity (Field)","10.10","mS/m"
"M35/1382","2601476","13-Mar 2006 11:05am","Dissolved Oxygen","11.130","mg/L"
"M35/1382","2601476","13-Mar 2006 11:05am","Fluoride","<0.050","g/m3"
"M35/1382","2601476","13-Mar 2006 11:05am","Iron, Dissolved","0.020","mg/L"
"M35/1382","2601476","13-Mar 2006 11:05am","Magnesium, Dissolved","1.400","mg/L"
"M35/1382","2601476","13-Mar 2006 11:05am","Manganese, Dissolved","<0.0050","mg/L"
"M35/1382","2601476","13-Mar 2006 11:05am","Nitrate Nitrogen","0.500","mg/L"
"M35/1382","2601476","13-Mar 2006 11:05am","Orthophosphate Phosphorus","<0.004","mg/L"
"M35/1382","2601476","13-Mar 2006 11:05am","pH","6.9",""
"M35/1382","2601476","13-Mar 2006 11:05am","pH (Field)","6.90",""
"M35/1382","2601476","13-Mar 2006 11:05am","Potassium, Dissolved","0.400","mg/L"
"M35/1382","2601476","13-Mar 2006 11:05am","Silica, Reactive","10.000","mg/L  as SiO2"
"M35/1382","2601476","13-Mar 2006 11:05am","Sodium, Dissolved","4.000","mg/L"
"M35/1382","2601476","13-Mar 2006 11:05am","Sulphate","5.200","mg/L"
"M35/1382","2601476","13-Mar 2006 11:05am","Water Temperature (Field)","13.1","C"
"M35/1382","2510421","05-Dec 2005 09:45am","Alkalinity","50.000","g/m3"
"M35/1382","2510421","05-Dec 2005 09:45am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/1382","2510421","05-Dec 2005 09:45am","Bromide","<0.040","g/m3"
"M35/1382","2510421","05-Dec 2005 09:45am","Calcium, Dissolved","13.000","mg/L"
"M35/1382","2510421","05-Dec 2005 09:45am","Chloride","2.500","mg/L"
"M35/1382","2510421","05-Dec 2005 09:45am","Conductivity (Field)","10.20","mS/m"
"M35/1382","2510421","05-Dec 2005 09:45am","Dissolved Oxygen","9.100","mg/L"
"M35/1382","2510421","05-Dec 2005 09:45am","Dissolved Oxygen Saturation","87.100","%"
"M35/1382","2510421","05-Dec 2005 09:45am","Fluoride","<0.050","g/m3"
"M35/1382","2510421","05-Dec 2005 09:45am","Iron, Dissolved","0.020","mg/L"
"M35/1382","2510421","05-Dec 2005 09:45am","Magnesium, Dissolved","1.600","mg/L"
"M35/1382","2510421","05-Dec 2005 09:45am","Manganese, Dissolved","<0.0050","mg/L"
"M35/1382","2510421","05-Dec 2005 09:45am","Nitrate Nitrogen","0.300","mg/L"
"M35/1382","2510421","05-Dec 2005 09:45am","pH","6.8",""
"M35/1382","2510421","05-Dec 2005 09:45am","pH (Field)","6.90",""
"M35/1382","2510421","05-Dec 2005 09:45am","Potassium, Dissolved","0.400","mg/L"
"M35/1382","2510421","05-Dec 2005 09:45am","Silica, Reactive","9.700","mg/L  as SiO2"
"M35/1382","2510421","05-Dec 2005 09:45am","Sodium, Dissolved","6.000","mg/L"
"M35/1382","2510421","05-Dec 2005 09:45am","Sulphate","5.100","mg/L"
"M35/1382","2510421","05-Dec 2005 09:45am","Water Temperature (Field)","13.5","C"
"M35/1382","2506797","05-Sep 2005 11:05am","Alkalinity to pH 4.5 as HCO3","53.000","mg/L  as HCO3"
"M35/1382","2506797","05-Sep 2005 11:05am","Ammoniacal Nitrogen","0.018","mg/L"
"M35/1382","2506797","05-Sep 2005 11:05am","Calcium, Dissolved","13.000","mg/L"
"M35/1382","2506797","05-Sep 2005 11:05am","Chloride","2.000","mg/L"
"M35/1382","2506797","05-Sep 2005 11:05am","Conductivity","9.9","mS/m"
"M35/1382","2506797","05-Sep 2005 11:05am","Conductivity (Field)","10.70","mS/m"
"M35/1382","2506797","05-Sep 2005 11:05am","Difference in Ion Balance","-3.500","%"
"M35/1382","2506797","05-Sep 2005 11:05am","E. coli","<1","MPN/100mL"
"M35/1382","2506797","05-Sep 2005 11:05am","Hardness, Total","39.000","g/m3 as CaCO3"
"M35/1382","2506797","05-Sep 2005 11:05am","Iron, Dissolved","<0.030","mg/L"
"M35/1382","2506797","05-Sep 2005 11:05am","Magnesium, Dissolved","1.600","mg/L"
"M35/1382","2506797","05-Sep 2005 11:05am","Manganese, Dissolved","<0.0100","mg/L"
"M35/1382","2506797","05-Sep 2005 11:05am","Nitrate Nitrogen","0.200","mg/L"
"M35/1382","2506797","05-Sep 2005 11:05am","pH","7.0",""
"M35/1382","2506797","05-Sep 2005 11:05am","pH (Field)","6.60",""
"M35/1382","2506797","05-Sep 2005 11:05am","Potassium, Dissolved","0.700","mg/L"
"M35/1382","2506797","05-Sep 2005 11:05am","Silica, Reactive","11.000","mg/L  as SiO2"
"M35/1382","2506797","05-Sep 2005 11:05am","Sodium, Dissolved","4.000","mg/L"
"M35/1382","2506797","05-Sep 2005 11:05am","Sulphate","5.000","mg/L"
"M35/1382","2506797","05-Sep 2005 11:05am","Sum of anions","1.044","meq/L"
"M35/1382","2506797","05-Sep 2005 11:05am","Sum of cations","0.974","meq/L"
"M35/1382","2506797","05-Sep 2005 11:05am","Total Coliforms","<1.00","number/100mL"
"M35/1382","2506797","05-Sep 2005 11:05am","Water Temperature (Field)","13.1","C"
"M35/1382","2506783","05-Sep 2005 11:00am","Alkalinity","52.000","g/m3"
"M35/1382","2506783","05-Sep 2005 11:00am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/1382","2506783","05-Sep 2005 11:00am","Bromide","<0.040","g/m3"
"M35/1382","2506783","05-Sep 2005 11:00am","Calcium, Dissolved","13.000","mg/L"
"M35/1382","2506783","05-Sep 2005 11:00am","Chloride","2.300","mg/L"
"M35/1382","2506783","05-Sep 2005 11:00am","Conductivity (Field)","10.70","mS/m"
"M35/1382","2506783","05-Sep 2005 11:00am","Fluoride","<0.050","g/m3"
"M35/1382","2506783","05-Sep 2005 11:00am","Iron, Dissolved","<0.020","mg/L"
"M35/1382","2506783","05-Sep 2005 11:00am","Magnesium, Dissolved","1.500","mg/L"
"M35/1382","2506783","05-Sep 2005 11:00am","Manganese, Dissolved","<0.0050","mg/L"
"M35/1382","2506783","05-Sep 2005 11:00am","Nitrate Nitrogen","0.300","mg/L"
"M35/1382","2506783","05-Sep 2005 11:00am","pH","6.8",""
"M35/1382","2506783","05-Sep 2005 11:00am","pH (Field)","6.60",""
"M35/1382","2506783","05-Sep 2005 11:00am","Potassium, Dissolved","0.800","mg/L"
"M35/1382","2506783","05-Sep 2005 11:00am","Silica, Reactive","9.800","mg/L  as SiO2"
"M35/1382","2506783","05-Sep 2005 11:00am","Sodium, Dissolved","4.000","mg/L"
"M35/1382","2506783","05-Sep 2005 11:00am","Sulphate","4.900","mg/L"
"M35/1382","2506783","05-Sep 2005 11:00am","Water Temperature (Field)","13.1","C"
"M35/1382","IS050805A","05-Aug 2005 00:00am","Argon","0.339","mL(STP)/kg"
"M35/1382","IS050805A","05-Aug 2005 00:00am","Argon, Standard deviation","0.003","mL(STP)/kg"
"M35/1382","IS050805A","05-Aug 2005 00:00am","CFC-11 age","*","Year"
"M35/1382","IS050805A","05-Aug 2005 00:00am","CFC-11 partial pressure","1240.600","pptv"
"M35/1382","IS050805A","05-Aug 2005 00:00am","CFC-11 partial pressure Standard Deviation","17.400","pptv"
"M35/1382","IS050805A","05-Aug 2005 00:00am","CFC-11, Dissolved","20.700","pmol/kg"
"M35/1382","IS050805A","05-Aug 2005 00:00am","CFC-11, Dissolved Standard Deviation","0.100","pmol/kg"
"M35/1382","IS050805A","05-Aug 2005 00:00am","CFC-12 age","<1.000","Year"
"M35/1382","IS050805A","05-Aug 2005 00:00am","CFC-12 partial pressure","656.300","pptv"
"M35/1382","IS050805A","05-Aug 2005 00:00am","CFC-12 partial pressure Standard Deviation","6.300","pptv"
"M35/1382","IS050805A","05-Aug 2005 00:00am","CFC-12, Dissolved","2.900","pmol/kg"
"M35/1382","IS050805A","05-Aug 2005 00:00am","CFC-12, Dissolved Standard Deviation","0.000","pmol/kg"
"M35/1382","IS050805A","05-Aug 2005 00:00am","Excess air","-1.400","mL(STP)/kg"
"M35/1382","IS050805A","05-Aug 2005 00:00am","Excess air standard deviation","0.100","mL(STP)/kg"
"M35/1382","IS050805A","05-Aug 2005 00:00am","Exponential Mixed Flow","90.000","%"
"M35/1382","IS050805A","05-Aug 2005 00:00am","IGNS Sample Reference","*",""
"M35/1382","IS050805A","05-Aug 2005 00:00am","Nitrogen, Gas","12.320","mL(STP)/kg"
"M35/1382","IS050805A","05-Aug 2005 00:00am","Nitrogen, Gas standard deviation","0.140","mL(STP)/kg"
"M35/1382","IS050805A","05-Aug 2005 00:00am","Recharge temperature","14.100","°C"
"M35/1382","IS050805A","05-Aug 2005 00:00am","Recharge temperature standard deviation","0.300","°C"
"M35/1382","IS050805A","05-Aug 2005 00:00am","SF6 age","<1.000","Year"
"M35/1382","IS050805A","05-Aug 2005 00:00am","SF6 partial pressure","6.380"," pptv"
"M35/1382","IS050805A","05-Aug 2005 00:00am","SF6, Dissolved","1.843","fmol/kg"
"M35/1382","IS050805A","05-Aug 2005 00:00am","Tritium age","<1.000","Year"
"M35/1382","IS050805A","05-Aug 2005 00:00am","Tritium concentration","2.230","TU"
"M35/1382","2504368","03-Jun 2005 10:15am","Alkalinity","51.000","g/m3"
"M35/1382","2504368","03-Jun 2005 10:15am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/1382","2504368","03-Jun 2005 10:15am","Bromide","<0.040","g/m3"
"M35/1382","2504368","03-Jun 2005 10:15am","Calcium, Dissolved","14.000","mg/L"
